Date,Stock,Headline,Label
2022-06-09,7267-JP,"Honda Motor, Dongfeng Motor, Guangzhou Automobile to launch JV for EV battery procurement (11:00 JT) (¥3649.0000, +27)",0
2022-06-09,7267-JP,"Honda Motor partners with Hanwa Co to secure supply of raw materials used for EV batteries (¥3622.0000, 0)",0
2022-06-09,7201-JP,"Nissan Motor to make Vehicle Energy Japan subsidiary; terms undisclosed (¥534.8000, +9.1)",0
2022-06-09,175-HK,"Geely Automobile Holdings reports August sales volume 122,635 units, +39% y/y (HK$14.54, 0.00)",1
2022-06-10,RIVN-US,"Street Takeaways - Rivian Q3 production update ($35.36, -0.77)",0
2022-06-10,500520-IN,"Mahindra & Mahindra initiated buy at Goldman Sachs (INR 1256.45, 0.00)",0
2022-06-10,VOW3-DE,"Volkswagen planning over €1B investment in software joint venture in China - Reuters, citing sources (€171.70, +0.65)",0
2022-06-10,MBG-DE,"Hedin Mobility Group completes the acquisition of 25% of Mercedes-Benz Financial Services Slovakia s.r.o. (€53.79, +0.78)",0
2022-06-10,TSLA-US,"Musk-Twitter resolution reportedly being held up on ""debt contingency issue"" -- Bloomberg ($50.50, -0.81)",0
2022-06-10,TSLA-US,"Delaware judge pauses Twitter-Musk court case until 5PM on 28-Oct to allow deal to close -- Bloomberg, citing court filing ($49.39, 0.00)",0
2022-06-10,TSLA-US,"Elon Musk could be forced to dig deeper into his own pockets than originally planned to close Twitter acquisition - NY Post ($49.39, 0.00)",0
2022-06-10,005380-KR,"Kia Corp. to sell 8.0M Hyundai Card shares for KRW13,757/share to Hyundai Commercial (pre-Korean open) (KRW 178000.0000, 0)",0
2022-06-10,7203-JP,"Toyota Motor downgraded to neutral from buy at UBS (¥2000.0000, 0)",0
2022-06-11,7267-JP,"StreetAccount Consensus Metrics Preview - Honda Motor Q2 Earnings (¥3385.0000, 0)",0
2022-06-11,7201-JP,"StreetAccount Consensus Metrics Preview - Nissan Motor Q2 Earnings (¥486.6000, +0.5)",0
2022-06-12,VFS-US,"Follow-up: VinFast Auto files IPO of indeterminate size through Citigroup, Morgan Stanley, Credit Suisse, and J.P. Morgan - F-1",0
2022-06-12,VFS-US,"VinFast Auto files IPO of indeterminate size through Citigroup, Morgan Stanley, Credit Suisse, and J.P. Morgan - F-1",0
2022-06-12,TSLA-US,"Apple reportedly no longer plans to initially make car fully self-driving; to delay launch until 2026; aiming to sell consumer model for under $100K - Bloomberg ($143.87, -2.76)",0
2022-06-12,175-HK,"Cao Cao Mobility considers filing of Hong Kong IPO in April next year - Bloomberg, citing people familiar with the matter (HK$12.36, 0.00)",0
2022-06-12,175-HK,"Geely Automobile Holdings upgraded to buy from hold at CMB International (HK$12.26, +0.16)",0
2022-06-12,500520-IN,"ICICI Securities upgrades Indian auto manufacturers: 500520.IN, 505200.IN, 532500.IN",0
2022-06-12,LI-US,"StreetAccount Consensus Metrics Preview - Li Auto Q3 Earnings (HK$89.30, 0.00)",0
2022-06-13,175-HK,"Geely Automobile Holdings chairman's Hubei Xingji Shidai Technology acquires 79.1% stake in Meizu, terms undisclosed (HK$14.84, 0.00)",0
2022-06-14,1211-HK,BYD Co. Ltd. initiated overweight at Great Wall Securities,0
2022-06-14,1211-HK,"BYD Co. Ltd. completes 5.5M shares for CNY1.81B on-market buyback (CNY 343.59, 0.00)",0
2022-06-15,PSNY-US,StreetAccount Summary -- Recent SPAC Activity: weekly through 14-Jun,0
2022-06-15,PSNY-US,"Polestar notes over 32K customer orders globally for Polestar 2 since start of 2022, +290% y/y ($10.28, 0.00)",0
2022-06-15,LCID-US,"Lucid Group announces $1.0B revolving credit facility ($16.60, 0.00)",0
2022-06-15,005380-KR,"BofA initiates 000270.KS, 005380.KS",0
2022-06-16,RACE-IT,"Ferrari presents its 2022-2026 Strategic Plan as part of its Capital market Day ($176.87, 0.00)",0
2022-06-16,7203-JP,"Toyota Motor guides June production 750K units vs originally planned 800K units (¥2140.0000, 0)",0
2022-06-16,2333-HK,Great Wall Motor upgraded to buy at Phillip Securities,1
2022-06-16,PII-US,"Polaris Announces Sale of Transamerican Auto Parts to Clearlake Capital-backed Wheel Pros for $50M net of cash, debt and other costs ($96.82, 0.00)",1
2022-06-17,RIVN-US,"Rivian to install wind turbine to deliver vehicles charged with renewable energy ($26.42, 0.00)",0
2022-06-17,VOW3-DE,"Europcar Mobility Group CEO Caroline Parot to step down following Volkswagen's takeover--Les Echos (€0.51, 0.00)",0
2022-06-17,VOLV.B-SE,"Volvo Energy invests SEK50M for a 10% stake in UK-based second-life battery energy storage specialist Connected Energy (SEK 164.52, 0.00)",0
2022-06-17,TSLA-US,"Tesla lays off more employees --including some hourly ones--contradicting Musk's previous comments -- Electrek ($639.30, 0.00)",0
2022-06-18,F-US,Barron's Summary,0
2022-06-18,GM-US,Barron's Summary,0
2022-06-19,NIO-US,"NIO Inc initiated outperform at CICC (HK$159.40, 0.00)",0
2022-06-20,005380-KR,"Hyundai Motor signs MoU with Michelin to develop next-generation tires optimized for premium electric vehicles (20-Jun) (KRW 170500.0000, 0)",1
2022-06-20,BMW-DE,"BMW to expand production and development at Steyr engine plant (€77.93, +0.33)",0
2022-06-21,PSNY-US,"Gores Guggenheim and Polestar expect to close business combination on 23-Jun-22, subject to Gores Guggenheim stockholder approval ($10.36, 0.00)",1
2022-06-21,500520-IN,"OTPP in advanced talks to acquire ~49% stake in Mahindra Susten - Economic Times (INR 998.05, 0.00)",0
2022-06-21,LI-US,"Li Auto smart SUV Li L9 to commence deliveries by end of August ($33.15, 0.00)",0
2022-06-21,BMW-DE,StreetAccount Presents: BTU Analytics - First Take; week ending 17-Jun,0
2022-06-21,7203-JP,"Toyota Motor to create closed-loop ecosystem for BEV batteries (¥2138.5000, 0)",1
2022-06-21,TSLA-US,"""Unresolved matters"" remain for Twitter deal - Bloomberg ($37.78, 0.00)",0
2022-06-22,175-HK,Premier of the State Council to further unleash potential of automobile consumption in China - Sina,1
2022-06-22,1211-HK,Premier of the State Council to further unleash potential of automobile consumption in China - Sina,1
2022-06-22,2333-HK,Premier of the State Council to further unleash potential of automobile consumption in China - Sina,0
2022-06-22,LI-US,Premier of the State Council to further unleash potential of automobile consumption in China - Sina,0
2022-06-22,VOLV.B-SE,"Volvo Capital Markets Day; outlines major business opportunities in ongoing technology shift that is expected to accelerate the group's sales growth (SEK 161.72, -5.80)",0
2022-06-22,7203-JP,"Toyota Motor guides July production 800K units (¥2156.0000, 0)",0
2022-06-22,MBG-DE,"German Finance Minister Lindner announces resistance to the EU ban on combustion engines - Der Spiegel (21-Jun, 1534 CET)",0
2022-06-22,BMW-DE,"German Finance Minister Lindner announces resistance to the EU ban on combustion engines - Der Spiegel (21-Jun, 1534 CET)",0
2022-06-22,9868-HK,Premier of the State Council to further unleash potential of automobile consumption in China - Sina,1
2022-06-22,NIO-US,Premier of the State Council to further unleash potential of automobile consumption in China - Sina,1
2022-06-22,STLAM-IT,"German Finance Minister Lindner announces resistance to the EU ban on combustion engines - Der Spiegel (21-Jun, 1534 CET)",0
2022-06-22,PSNY-US,"Gores Guggenheim stockholders approve Polestar business combination ($11.31, 0.00)",1
2022-06-23,BMW-DE,"BMW mulls acquisition of third-party electricity -- Bloomberg (€76.69, -1.47)",1
2022-06-23,STLAM-IT,"Vulcan Energy Resources announces €50M (A$ 76M) equity investment from Stellantis (A$5.00, 0.00)",1
2022-06-23,STLAM-IT,"Stellantis halts production at Rennes plant due to chip shortage - Reuters (22-Jun, post EU close) (€12.51, +0.03)",1
2022-06-23,PSNY-US,"Polestar and Gores Guggenheim announce closing of business combination, as expected ($11.41, +0.09)",1
2022-06-24,MBG-DE,"Mercedes-Benz Group denies report that it has discussed sale of van business - Reuters (€58.58, 0.00)",0
2022-06-24,STLAM-IT,WSJ's Heard on the Street column says Formula One is positive for luxury car makers,0
2022-06-24,STLAM-IT,"Production stoppages at two Stellantis plants in France stem from shortages in components from Continental (CON.GR) -- Reuters, citing sources",0
2022-06-24,LI-US,"Li Auto announces orders for Li L9 smart SUV have exceeded 30K in 72 hours ($39.24, 0.00)",0
2022-06-24,RACE-IT,WSJ's Heard on the Street column says Formula One is positive for luxury car makers,0
2022-06-24,PSNY-US,"Polestar CEO says company plans to achieve annual sales of ~290K vehicles by the end of 2025 -- CNBC interview ($11.23, 0.00)",0
2022-06-24,MBG-DE,WSJ's Heard on the Street column says Formula One is positive for luxury car makers,0
2022-06-25,LCID-US,Barron's Summary,0
2022-06-27,VOW3-DE,"Volkswagen nears deal to sell minority stake in Electrify America to Siemens - WSJ (€183.95, 0.00)",1
2022-06-27,500520-IN,StreetAccount M&A Summary: Week of 20-Jun,1
2022-06-28,STLAM-IT,"Stellantis downgraded to neutral from outperform at BNP Paribas Exane (€12.56, 0.00)",0
2022-06-28,LI-US,"Li Auto enters equity distribution agreement for up to $2B of ADSs with Goldman Sachs, UBS, Barclays and CICC - 424B5 ($39.13, 0.00)",0
2022-06-28,500520-IN,"Seoul Bankruptcy Court approves SsangYong Motor's choice of KG consortium as final bidder - Yonhap (15:07 KT/11:37 IT) (INR 1109.25, +27.20)",0
2022-06-28,500520-IN,"Mahindra & Mahindra downgraded to hold from add at ICICI Securities (INR 1112.15, 0.00)",0
2022-06-28,PII-US,"Polaris Inc. initiated hold at Jefferies ($106.92, 0.00)",0
2022-06-29,RACE-IT,Ferrari initiated buy at Sealand Securities,0
2022-06-29,7203-JP,"Toyota Motor reports May global production (5.3%) y/y to 634,940 (¥2140.0000, -27.5)",0
2022-06-29,7201-JP,"Nissan Motor May global vehicle output +1.7% y/y to 231,732 vehicles (¥549.6000, 0)",0
2022-06-29,PSNY-US,StreetAccount Summary -- Recent SPAC Activity: weekly through 28-Jun,0
2022-06-29,7267-JP,"Honda Motor May global vehicle production (14.5%) y/y to 244,368 units (¥3354.0000, 0)",0
2022-06-29,NIO-US,Nio requests trading halt pending announcement,0
2022-06-29,NIO-US,"NIO calls report by short-seller Grizzly Research ""without merit""",0
2022-06-29,MBG-DE,"Mercedes-Benz Group CEO sees semiconductor shortage lasting into 2023 - Reuters (€58.03, -0.90)",0
2022-06-29,NIO-US,NIO requests lift of trading halt,0
2022-06-29,005380-KR,"Hyundai, Kia offices raided by German authorities over suspected illegal defeat devices (KRW 175500.0000, 0)",1
2022-06-30,GM-US,"General Motors producing electric hummers at unusually slow pace - WSJ (15:37 ET) ($31.76, 0.00)",1
2022-06-30,2333-HK,"General Motors has called off the sale of shuttered India plant to China's Great Wall Motor after failing to obtain regulatory approval - Reuters ($32.24, -1.21)",0
2022-06-30,RACE-IT,"Ferrari N.V. to commence a €150M first tranche of its new multi-year share buyback program of approximately €2B ($184.12, -0.68)",0
2022-06-30,9868-HK,"XPeng, Inc. downgraded to neutral from buy at Nomura ($31.74, 0.00)",0
2022-06-30,BMW-DE,"Bayerische Motoren Werke announces up to €2B share buyback program (€70.73, -3.79)",1
2022-07-02,7203-JP,"Toyota Motor and Fukuoka City partner to develop hydrogen projects (¥2275.5000, 0)",0
2022-07-02,BMW-DE,Other notable research calls,0
2022-07-03,175-HK,"Geely Automobile Holdings reports February sales volume 78,478 units, +2% y/y (HK$12.10, 0.00)",0
2022-07-03,7201-JP,The carmaker that controls the battery may well control the world - NYT,0
2022-07-03,GM-US,The carmaker that controls the battery may well control the world - NYT,0
2022-07-03,7267-JP,The carmaker that controls the battery may well control the world - NYT,0
2022-07-03,TSLA-US,The carmaker that controls the battery may well control the world - NYT,0
2022-07-03,STLAM-IT,The carmaker that controls the battery may well control the world - NYT,0
2022-07-03,VOW3-DE,The carmaker that controls the battery may well control the world - NYT,0
2022-07-03,F-US,The carmaker that controls the battery may well control the world - NYT,0
2022-07-03,7203-JP,The carmaker that controls the battery may well control the world - NYT,0
2022-07-04,500520-IN,Edison Motors acquisition of Mahindra & Mahindra subsidiary SsangYong Motor Company terminated,0
2022-07-04,7203-JP,"Toyota Motor downgraded to hold from buy at Jefferies (¥2168.5000, 0)",1
2022-07-04,175-HK,"Geely Automobile Holdings reports March sales volume 101,166 units, +1% y/y (HK$11.86, 0.00)",0
2022-07-04,BMW-DE,"BMW reports Q1 worldwide sales 596,907 vehicles, (6.2%) y/y (€76.30, 0.00)",0
2022-07-04,MBG-DE,"Mercedes-Benz Cars reports Q1 worldwide deliveries (15%) to 501,600 cars (€62.50, +0.27)",0
2022-07-04,LI-US,"Li Auto initiated overweight at Northeast Securities (HK$108.50, -2.40)",0
2022-07-05,7203-JP,Barron's Summary,0
2022-07-05,GM-US,Barron's Summary,0
2022-07-05,TSLA-US,Barron's Summary,0
2022-07-06,PSNY-US,"Polestar to debut its Polestar 3 in October 2022 ($10.32, 0.00)",1
2022-07-06,175-HK,"Geely Automobile Holdings reports May sales volume 89,070 units, (7%) y/y (HK$14.90, 0.00)",1
2022-07-07,175-HK,"Geely Automobile Holdings reports June sales volume 126,595 units, +26% y/y (HK$17.50, 0.00)",0
2022-07-07,TSLA-US,"Elon Musk's deal to acquire Twitter in jeopardy - Washington Post ($38.79, 0.00)",1
2022-07-07,VOW3-DE,"Volkswagen hires additional underwriters as it moves forward with Porsche IPO - Bloomberg (€179.55, 0.00)",1
2022-07-07,2333-HK,"BRP Inc enters definitive agreement to acquire Great Wall Motor Austria GmbH; terms not disclosed (C$81.05, 0.00)",0
2022-07-07,500520-IN,"British International Investment to invest up to $250M into a new 4 Wheel Passenger EV Co. to be set up by Mahindra & Mahindra (INR 1133.35, 0.00)",0
2022-07-08,500520-IN,"Mahindra & Mahindra downgraded to accumulate from buy at Arihant Capital Markets (INR 1236.20, 0.00)",0
2022-07-09,1211-HK,BYD Co. Ltd. initiated recommend at China Post Securities,0
2022-07-09,NIO-US,"NIO Inc reports Q2 adjusted EPADS (CNY1.34) vs FactSet (CNY1.13) ($17.11, 0.00)",0
2022-07-09,005380-KR,"KT Corp, Hyundai Motor, Hyundai Mobis to take stakes in one another for strategic partnership",0
2022-07-10,175-HK,"Nissan and Renault begin negotiations regarding IP, reshaping of alliance - FT (¥471.0000, 0)",0
2022-07-10,7203-JP,"Toyota Motor subsidiary Hino announced resignations of executives regarding fraudulent emission data (¥1985.5000, 0)",0
2022-07-10,7201-JP,"Nissan and Renault begin negotiations regarding IP, reshaping of alliance - FT (¥471.0000, 0)",0
2022-07-10,PSNY-US,"Polestar Automotive reports Q3 deliveries of ~9,215 vehicles; confirms full year outlook of 50K global volume ($5.63, 0.00)",0
2022-07-10,MBG-DE,Oddo upgrades RNO.FP; downgrades MBG.GR,0
2022-07-11,175-HK,"Nissan CEO says negotiations with Renault are running smoothly, talks are focused on better competing in electric cars -- Les Echos (4-Nov) (€31.18, +0.66)",1
2022-07-11,175-HK,"Geely Automobile Holdings reports October sales volume 152,263 units, +36% y/y (HK$10.82, 0.00)",1
2022-07-11,RNO-FR,"Nissan's concerns about technology transfers complicates Renault's sale talks with Geely - Reuters (€31.79, +1.27)",1
2022-07-11,7201-JP,"Nissan's concerns about technology transfers complicates Renault's sale talks with Geely - Reuters (€31.79, +1.27)",0
2022-07-11,RNO-FR,"Nissan CEO says negotiations with Renault are running smoothly, talks are focused on better competing in electric cars -- Les Echos (4-Nov) (€31.18, +0.66)",1
2022-07-11,175-HK,"Volvo Cars to divest its 33% holding in Aurobay to Geely Holding; terms undisclosed (SEK 49.13, 0.00)",1
2022-07-11,500520-IN,"EU clears OTPPB's acquisition of a 30% stake in Mahindra Susten (INR 1351.15, 0.00)",0
2022-07-11,175-HK,"Nissan's concerns about technology transfers complicates Renault's sale talks with Geely - Reuters (€31.79, +1.27)",1
2022-07-11,7201-JP,"Nissan CEO says negotiations with Renault are running smoothly, talks are focused on better competing in electric cars -- Les Echos (4-Nov) (€31.18, +0.66)",0
2022-07-11,VOW3-DE,Lamborghini preparing to present itself for IPO - Bloomberg,1
2022-07-12,VOLV.B-SE,"Team Global Express places an order for 36 Volvo electric trucks (SEK 192.88, 0.00)",0
2022-07-12,175-HK,"Geely Automobile Holdings reports November sales volume 145,070 units, +7% y/y (HK$12.14, 0.00)",0
2022-07-13,LI-US,"Li Auto targets selling 2M vehicles per year by 2025 - Bloomberg (HK$146.90, 0.00)",0
2022-07-13,RIVN-US,"Rivian initiated buy at Canaccord Genuity (pre-open) ($30.17, +0.02)",1
2022-07-13,PSNY-US,"Polestar reports H1 deliveries of 21,200 vs year-ago 9,510 ($9.97, 0.00)",1
2022-07-13,TSLA-US,"Panasonic Holdings to build EV battery plant in Kansas - Nikkei (¥1111.0000, 0)",1
2022-07-14,175-HK,"Aston Martin board considering fundraising plan - FT (seemingly around 18:00 BST/01:00 HKT) (371.3000p, 0)",1
2022-07-14,7203-JP,"Macquarie downgrades Japan Autos: 7201.JP, 7203.JP",1
2022-07-14,2333-HK,"Great Wall Motor guides H1 net income attributable CNY5.30-5.90B vs year-ago 3.53B (HK$13.16, 0.00)",0
2022-07-14,1211-HK,"BYD Co. Ltd. guides H1 CAS net income attributable CNY2.80-3.60B, +138.6% to +206.8% y/y (HK$283.00, 0.00)",1
2022-07-14,005380-KR,"Hyundai Motor Co. downgraded to neutral from outperform at Macquarie (KRW 182500.0000, 0)",1
2022-07-14,7201-JP,"Macquarie downgrades Japan Autos: 7201.JP, 7203.JP",0
2022-07-15,MBG-DE,"Aston Martin Lagonda Global Holdings announces £653M proposed equity capital raise; board rejects Atlas Consortium Proposal (371.3000p, 0)",0
2022-07-15,1211-HK,"BYD Co. Ltd. upgraded to buy at Guosen Securities (CNY 341.71, +18.71)",0
2022-07-15,STLAM-IT,"Stellantis and Dongfeng Motor agree on a share repurchase framework (€11.96, 0.00)",0
2022-07-15,175-HK,"Aston Martin Lagonda Global Holdings announces £653M proposed equity capital raise; board rejects Atlas Consortium Proposal (371.3000p, 0)",0
2022-07-16,VOW3-DE,"Investors concerned about Porsche IPO valuation -- Bloomberg (€184.40, 0.00)",0
2022-07-18,1211-HK,"BYD Co. Ltd. initiated buy at Huatai Securities (18-Jul, timing uncertain) (CNY 337.10, 0.00)",0
2022-07-18,005380-KR,"Hyundai Motor Group signs MOU with Rolls-Royce to develop all-electric propulsion and hydrogen fuel cell technology to the Advanced Air Mobility market (KRW 185500.0000, 0)",1
2022-07-18,STLAM-IT,"Stellantis to negotiate termination of local JV with GAC Group; non-cash impairment charge of ~ €297M in H1 2022 results (€11.96, 0.00)",1
2022-07-18,BMW-DE,"Stellantis Free2Move completes acquisition of Share Now (€12.20, +0.24)",1
2022-07-18,VOLV.B-SE,"StreetAccount Consensus Metrics Preview - Volvo Q2 Earnings (SEK 168.36, +2.70)",1
2022-07-18,STLAM-IT,"Stellantis Free2Move completes acquisition of Share Now (€12.20, +0.24)",1
2022-07-19,VOLV.B-SE,"Volvo reports Q2 EPS SEK5.14 vs consensus SEK4.54 (SEK 169.48, 0.00)",0
2022-07-19,VOLV.B-SE,"StreetAccount Metrics Recap - Volvo Q2 Earnings (SEK 169.48, 0.00)",0
2022-07-19,9868-HK,"XPeng, Inc. to supply cars to eHi Car Services in next three years - The Paper ($28.20, 0.00)",0
2022-07-19,VOLV.B-SE,"Street Takeaways - Volvo Q2 earnings (SEK 173.76, +4.28)",0
2022-07-19,7203-JP,"Toyota Motor guides August production 700K units (¥2177.0000, 0)",1
2022-07-20,F-US,"Ford reportedly planning to cut up to 8K employees in coming weeks -- Bloomberg ($12.69, +0.10)",1
2022-07-20,NIO-US,"BoCom International initiates 2015.HK, 9866.HK, 9868.HK, others (timing uncertain)",1
2022-07-20,LI-US,"BoCom International initiates 2015.HK, 9866.HK, 9868.HK, others (timing uncertain)",0
2022-07-20,RACE-IT,"Bernstein initiates AML.LN, RACE.IM (timing uncertain)",0
2022-07-20,VOW3-DE,"Porsche AG may have to settle for valuation as little as €60B in planned IPO - Reuters, citing a source involved in the listing (€140.58, -0.64)",0
2022-07-20,9868-HK,"BoCom International initiates 2015.HK, 9866.HK, 9868.HK, others (timing uncertain)",0
2022-07-21,005380-KR,"Hyundai Motor Co. reports Q2 net income attributable KRW2.803T vs year-ago KRW1.762T (KRW 188500.0000, -500)",0
2022-07-21,PII-US,"StreetAccount Consensus Metrics Preview - Polaris Inc. Q2 Earnings ($112.45, 0.00)",1
2022-07-21,RIVN-US,"Rivian planning broader range of electric commercial vehicles; expects to be building millions of EVs a year after 2030 - Reuters (15:37 ET) ($34.13, 0.00)",0
2022-07-21,RIVN-US,"Amazon announces custom electric delivery vehicles from Rivian start rolling out across the U.S. ($34.23, +1.49)",0
2022-07-22,005380-KR,"Hyundai Motor subsidiary SMART Alabama using underage workers - Reuters (KRW 191000.0000, 0)",0
2022-07-24,LI-US,China planning three-tier system to avoid US delistings -- FT,0
2022-07-24,9868-HK,China planning three-tier system to avoid US delistings -- FT,0
2022-07-24,TSLA-US,"Google co-founder Sergey Brin tells advisers to sell his personal investments in Elon Musk's companies - WSJ ($816.73, 0.00)",0
2022-07-24,NIO-US,China planning three-tier system to avoid US delistings -- FT,0
2022-07-25,TSLA-US,"Tesla ready to open its charging network in US - WSJ ($816.73, 0.00)",0
2022-07-25,RACE-IT,"Ferrari announces new photovoltaic system to be built on roof of Maranello factory buildings ($200.43, 0.00)",0
2022-07-26,BMW-DE,"German government agrees on new subsidy rules for the purchase of electric cars - Handelsblatt, citing sources",1
2022-07-26,GM-US,"German government agrees on new subsidy rules for the purchase of electric cars - Handelsblatt, citing sources",1
2022-07-26,PII-US,"Polaris Inc. reports Q2 EPS $2.42 ex-items vs FactSet $2.08 [14 est, $1.78-2.55] ($113.00, 0.00)",1
2022-07-26,PSNY-US,"German government agrees on new subsidy rules for the purchase of electric cars - Handelsblatt, citing sources",1
2022-07-26,MBG-DE,"German government agrees on new subsidy rules for the purchase of electric cars - Handelsblatt, citing sources",1
2022-07-26,F-US,"German government agrees on new subsidy rules for the purchase of electric cars - Handelsblatt, citing sources",1
2022-07-26,MBG-DE,"StreetAccount Consensus Metrics Preview - Mercedes-Benz Group Q2 Earnings (€54.82, -0.63)",1
2022-07-26,RNO-FR,"German government agrees on new subsidy rules for the purchase of electric cars - Handelsblatt, citing sources",1
2022-07-26,VOW3-DE,"German government agrees on new subsidy rules for the purchase of electric cars - Handelsblatt, citing sources",0
2022-07-26,TSLA-US,"German government agrees on new subsidy rules for the purchase of electric cars - Handelsblatt, citing sources",1
2022-07-26,STLAM-IT,"German government agrees on new subsidy rules for the purchase of electric cars - Handelsblatt, citing sources",1
2022-07-26,STLAM-IT,EU clears CMA CGM Group's acquisition of GEFCO,1
2022-07-26,PII-US,"StreetAccount Metrics Recap - Polaris Inc. Q2 Earnings ($113.00, 0.00)",1
2022-07-27,RIVN-US,"Rivian cutting headcount by 6% -- Bloomberg, citing CEO memo to staff ($32.14, +0.45)",1
2022-07-27,7267-JP,"EU clears Sony, Honda Motor's 50-50 EV JV",0
2022-07-27,7203-JP,"Toyota Motor announces July additional production adjustments in Japan (¥2169.0000, 0)",0
2022-07-27,STLAM-IT,"StreetAccount Consensus Metrics Preview - Stellantis H1 Earnings (€12.95, +0.20)",1
2022-07-27,MBG-DE,"StreetAccount Metrics Recap - Mercedes-Benz Group Q2 Earnings (€54.27, 0.00)",1
2022-07-27,MBG-DE,"Mercedes-Benz Group reports Q2 EPS €2.91 vs consensus €2.99; expects FY22 revenue significantly higher than the prior-year level (€54.27, 0.00)",1
2022-07-27,RIVN-US,"Follow-up: Rivian cutting headcount by 6% - Bloomberg ($32.01, 0.00)",1
2022-07-28,7203-JP,"Toyota Motor reports June global production (4.6%) y/y to 793,378 (¥2133.0000, -36)",1
2022-07-28,STLAM-IT,"StreetAccount Metrics Recap - Stellantis H1 Earnings (€12.93, 0.00)",1
2022-07-28,7201-JP,"Nissan Motor reports Q1 EPS ¥12.04 vs FactSet ¥9.93 [6 est, ¥2.68-25.89] (¥528.0000, 0)",0
2022-07-28,7201-JP,"Nissan Motor June global vehicle output (0.8%) y/y to 294,135 vehicles (¥527.9000, 0)",0
2022-07-28,STLAM-IT,"Stellantis reports H1 net income €7.96B vs FactSet €6.63B [8 est, €5.07-7.95B]; FY22 guidance confirmed (€12.93, 0.00)",1
2022-07-29,NIO-US,Chinese premier calls for measures to boost car sales - CCTV,0
2022-07-29,1211-HK,Chinese premier calls for measures to boost car sales - CCTV,0
2022-07-29,175-HK,Chinese premier calls for measures to boost car sales - CCTV,0
2022-07-29,LI-US,Chinese premier calls for measures to boost car sales - CCTV,0
2022-07-29,2333-HK,Chinese premier calls for measures to boost car sales - CCTV,0
2022-07-29,9868-HK,Chinese premier calls for measures to boost car sales - CCTV,0
2022-07-29,STLAM-IT,"Stellantis CEO Carlos Tavares warns of growing China interference in business - FT (€13.93, +0.36)",0
2022-07-31,PSNY-US,"Polestar Automotive Holding UK initiated hold at Deutsche Bank ($8.89, 0.00)",0
2022-07-31,1211-HK,"Sichuan Road & Bridge Co. launches non-public share issuance to certain investors including BYD and Sichuan energy investment (CNY 10.11, 0.00)",0
2022-08-02,1211-HK,"Morgan Stanley upgrades 002594.CH, 1211.HK",1
2022-08-02,LI-US,"Barclays initiates LI, NIO, XPEV",0
2022-08-02,7201-JP,"Nissan Motor to end development of internal combustion engines outside US (7-Feb) (¥593.0000, 0)",1
2022-08-02,7201-JP,"Nissan Motor reports Q3 net income ¥32.69B vs FactSet ¥13.66B [7 est, (¥27)-40.40B] (¥593.0000, 0)",1
2022-08-02,9868-HK,"Barclays initiates LI, NIO, XPEV",0
2022-08-02,NIO-US,"Barclays initiates LI, NIO, XPEV",0
2022-08-02,7203-JP,"Toyota Motor reports Q3 EPS ¥57.18 vs FactSet ¥47.39 [5 est, ¥40.45-60.90]",1
2022-08-02,9868-HK,"XPeng, Inc. trading higher; included into Shenzhen-Hong Kong connect list, effective today (HK$150.00, +7.10)",0
2022-08-03,500520-IN,"Mahindra & Mahindra reports February Commercial Vehicles production 21,686 vs year-ago 15,330 (INR 676.40, -12.90)",1
2022-08-03,TSLA-US,"Tesla CEO Elon Musk seeks to have 2018 SEC settlement set aside - WSJ ($824.40, 0.00)",1
2022-08-03,2333-HK,"Great Wall Motor reports February sales volume 70,792 units, (20.5%) y/y (HK$12.26, 0.00)",0
2022-08-03,VOW3-DE,"Volkswagen will halt the taking of new orders for several plug-in hybrid models; Cites supply chain issues - Reuters (€194.30, +8.80)",0
2022-08-03,1211-HK,"BYD Co. Ltd. founder to step down chairman position in Hangzhou BYD Automobile (HK$183.00, 0.00)",1
2022-08-04,1211-HK,BYD Co. Ltd. upgraded to buy from add at Northeast Securities,0
2022-08-04,STLAM-IT,Stellantis has sold its remaining 25% stake in GEFCO S.A. to the CMA CGM Group,1
2022-08-04,VOLV.B-SE,"Volvo provides update on Financial impact due to the war in Ukraine: In Q1 2022, assets amounting to approximately SEK 4B will be provided for and have a negative impact on operating income (SEK 155.78, 0.00)",0
2022-08-04,LI-US,"Li Auto initiated buy at Pacific Securities, we're told (timing uncertain) (HK$105.40, 0.00)",0
2022-08-04,STLAM-IT,"Stellantis Announces Sale of 25% Stake in GEFCO (€13.54, 0.00)",1
2022-08-04,7201-JP,"Nissan Motor unveils prototype production facility for all-solid-state batteries (¥508.6000, 0)",1
2022-08-05,F-US,"Contemporary Amperex Technology in talks to open plants in the US to build EV batteries - Reuters (CNY 375.99, 0.00)",0
2022-08-05,1211-HK,"BYD Co. Ltd. under investigation in Changsha for emissions at Yuhua plant (pre-China open) - China Securities Journal (CNY 234.88, -7.20)",0
2022-08-05,F-US,"Rivian shareholder Ford to sell 8M shares - CNBC ($28.79, 0.00)",0
2022-08-05,BMW-DE,"Contemporary Amperex Technology in talks to open plants in the US to build EV batteries - Reuters (CNY 375.99, 0.00)",0
2022-08-05,7203-JP,"Toyota Motor to Invest $624M to make EV parts in India - Bloomberg (¥2276.0000, 0)",0
